School Code,School Name,TOTAL_Enrollment,Economically Disadvantaged,% Economically Disadvantaged,% African American,% Asian,% Hispanic,% White,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",Total # of Classes,Average Class Size,Number of Students,Average Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% GED,% Dropped Out,% Permanently Excluded,High School Graduates (#),Attending Coll./Univ. (#),% Attending College,% Private Two-Year,% Private Four-Year,% Public Two-Year,% Public Four-Year,% MA Community College,% MA State University,% UMass,AP_Test Takers,AP_Tests Taken,AP_One Test,AP_Two Tests,AP_Three Tests,AP_Four Tests,AP_Five or More Tests,AP_Score=1,AP_Score=2,AP_Score=3,AP_Score=4,AP_Score=5,% AP_Score 1-2,% AP_Score 3-5,SAT_Tests Taken,Average SAT_Reading,Average SAT_Writing,Average SAT_Math
10505,Abington High,452,97,21.5,2.2,1.5,9.1,85.8,0.2,0.2,0.9,204,15.8,451,13270.84,114,94.7,0.9,0,0.9,3.5,0,124,94,75.8,1.1,22.3,30.9,45.7,30.9,19.1,9.6,70,123,31,27,11,0,1,8,46,40,20,9,43.9,56.1,98,520,498,516
10003,Beaver Brook Elementary School,580,135,23.3,1.9,1.9,6.7,88.4,0.5,0.2,0.3,325,24.6,643,13270.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10002,Center Elementary School,203,33,16.3,3.9,3,8.4,84.7,0,0,0,112,14.6,208,13270.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405,Frolio Middle School,328,71,21.6,2.4,1.8,6.1,89.3,0,0,0.3,218,21.1,342,13270.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10015,Woodsdale Elementary School,353,80,22.7,2,1.4,4.2,92.1,0,0,0.3,121,30.4,334,13270.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30025,Acushnet Elementary School,538,136,25.3,0.7,0.2,3.3,92.8,0.2,0,2.8,237,20.1,558,11860.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305,Albert F Ford Middle School,417,82,19.7,0.7,0.2,1,97.4,0,0,0.7,309,16.9,426,11860.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50003,Agawam Early Childhood Center,151,45,29.8,4.6,8.6,12.6,71.5,0,0,2.6,16,11.9,191,14363.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50505,Agawam High,1222,277,22.7,1.2,2.2,5.8,88.8,0,0.1,1.9,590,16.8,1242,14363.21,325,94.2,1.8,0,0.3,3.7,0,288,235,81.6,0,34.5,34,31.5,33.2,15.7,8.5,242,452,124,59,34,22,3,28,124,155,105,40,33.6,66.4,234,496,475,514
50405,Agawam Junior High,562,131,23.3,1.4,1.4,7.1,87,0,0,3,847,11.8,607,14363.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50020,Benjamin J Phelps,385,103,26.8,2.1,2.9,4.9,88.1,0,0,2.1,229,16.8,361,14363.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50010,Clifford M Granger,293,96,32.8,1.4,1,9.6,85,0,0.3,2.7,159,19.8,296,14363.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50030,James Clark School,329,95,28.9,3,3.3,9.4,82.4,0,0,1.8,182,18.2,315,14363.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50303,Roberta G. Doering School,599,180,30.1,2.5,4.2,7,83.3,0,0,3,348,16.8,598,14363.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50025,Robinson Park,377,132,35,2.7,2.9,8,83,0,0,3.4,229,17.7,385,14363.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70005,Amesbury Elementary,388,92,23.7,4.1,0.5,6.2,84.3,0.5,0,4.4,171,20.4,423,13771.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70505,Amesbury High,594,87,14.6,1.3,1.2,4.2,90.7,0,0,2.5,380,16.7,621,13771.87,163,93.9,4.3,0,0.6,1.2,0,124,90,72.6,0,24.4,35.6,40,35.6,6.7,15.6,104,137,72,31,1,0,0,4,22,37,43,31,19,81,115,531,518,534
70515,Amesbury Innovation High School,31,23,74.2,0,0,6.5,87.1,0,0,6.5,42,7.6,33,13771.87,9,66.7,22.2,0,0,11.1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
70013,Amesbury Middle,679,152,22.4,1.2,1,6.6,86.9,0.3,0.1,3.8,410,18.4,696,13771.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70010,Charles C Cashman Elementary,458,128,27.9,2.2,2,8.7,84.1,0.4,0.2,2.4,188,22.1,509,13771.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80009,Crocker Farm Elementary,404,108,26.7,7.2,15.8,25.7,42.8,0,0,8.4,109,18.1,405,20236.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80020,Fort River Elementary,335,128,38.2,11.3,14,22.1,47.2,0,0,5.4,99,20.2,348,20236.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80050,Wildwood Elementary,409,129,31.5,10.3,13.7,20.5,47.7,0.2,0,7.6,118,20.1,417,20236.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90505,Andover High,1806,113,6.3,1.9,14.5,5,76.3,0.1,0,2.2,1160,14.7,1799,15601.7,441,95.7,3.4,0,0.5,0.5,0,413,369,89.3,0,56.4,7.6,36,7.3,3.5,13.8,458,843,194,177,63,16,8,51,134,204,233,221,21.9,78.1,393,566,562,581
90310,Andover West Middle,532,40,7.5,1.1,15.6,3.6,77.3,0,0,2.4,276,19.9,541,15601.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90003,Bancroft Elementary,593,40,6.7,3.2,6.6,5.9,78.4,0.3,0,5.6,191,22.1,614,15601.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90305,Doherty Middle,561,26,4.6,0.5,13.5,3.7,79,0.5,0,2.7,293,19.4,557,15601.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90010,Henry C Sanborn Elementary,381,30,7.9,1.6,28.1,4.5,63,0.8,0,2.1,123,22.1,397,15601.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90004,High Plain Elementary,515,23,4.5,2.7,29.1,6.6,58.3,0,0,3.3,151,23.7,522,15601.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90005,Shawsheen School,73,8,11,2.7,27.4,2.7,65.8,1.4,0,0,8,12.5,100,15601.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90020,South Elementary,493,16,3.2,0,18.5,4.9,75.7,0.2,0.2,0.6,157,21.9,503,15601.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90025,West Elementary,636,52,8.2,3,14.6,6.8,72.5,0.2,0,3,199,22.9,662,15601.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90350,Wood Hill Middle School,419,28,6.7,3.1,26.5,6.2,61.8,0,0,2.4,232,18.6,423,15601.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100505,Arlington High,1290,133,10.3,4.1,10.7,5.7,75.6,0,0.2,3.7,682,14.3,1255,13382.77,318,98.1,0.3,0.3,0,1.3,0,306,260,85,0,53.5,9.6,36.9,8.5,4.6,19.6,371,763,135,120,86,23,7,30,76,196,241,220,13.9,86.1,271,581,576,592
100010,Brackett,476,18,3.8,1.5,10.3,4.6,77.1,0,0.2,6.3,182,18.3,475,13382.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100025,Cyrus E Dallin,466,23,4.9,1.7,12.4,4.5,77.9,0,0.2,3.2,195,16.9,471,13382.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100030,Hardy,451,37,8.2,4.9,15.7,7.3,68.1,0.2,0.4,3.3,133,21.6,410,13382.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100005,John A Bishop,425,26,6.1,4.2,14.6,3.1,72.9,0,0.7,4.5,126,23.7,427,13382.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100055,M Norcross Stratton,396,36,9.1,2.5,18.2,6.3,68.4,0,0,4.5,161,17.2,396,13382.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100038,Menotomy Preschool,70,6,8.6,0,12.9,5.7,78.6,0,0,2.9,5,14.4,72,13382.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100410,Ottoson Middle,1208,119,9.9,4.2,10,5.5,75.3,0,0,5,639,19.1,1148,13382.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100045,Peirce,276,12,4.3,4,12.3,8.3,72.8,0,0,2.5,84,22,264,13382.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100050,Thompson,466,70,15,5.4,16.1,10.7,62,0.6,0.2,4.9,133,23,437,13382.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140505,Ashland High,744,77,10.3,2,9,9.4,77.2,0.3,0,2.2,431,14.6,746,13607.92,184,95.1,0.5,1.6,1.6,1.1,0,162,142,87.7,0,34.5,9.9,55.6,9.9,17.6,17.6,162,312,80,36,31,10,5,3,14,62,106,127,5.4,94.6,160,549,530,576
140405,Ashland Middle,587,87,14.8,2.4,12.1,11.2,71,0.3,0,2.9,388,19.1,621,13607.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140015,David Mindess,620,77,12.4,2.1,13.5,9.5,70.5,1,0,3.4,230,21.7,601,13607.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140010,Henry E Warren Elementary,619,72,11.6,1.8,14.1,10.7,69.1,0.6,0.2,3.6,143,21.2,616,13607.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140005,William Pittaway Elementary,131,15,11.5,1.5,17.6,3.8,73.3,0,0,3.8,21,7.1,141,13607.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160001,A. Irvin Studley Elementary School,441,169,38.3,3.9,1.8,27.9,59.2,0.2,0.2,6.8,206,20.5,448,12980.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160515,Attleboro Community Academy,63,29,46,1.6,1.6,11.1,76.2,1.6,0,7.9,50,7.6,72,12980.4,55,43.6,43.6,0,0,12.7,0,32,7,21.9,0,0,100,0,100,0,0,,,,,,,,,,,,,,,3,,,
160505,Attleboro High,1671,428,25.6,5.5,4.1,12.5,73.6,0.3,0.2,3.8,930,18.1,1724,12980.4,411,91,3.4,1,0.5,4.1,0,358,266,74.3,0,35.3,31.6,33.1,29.3,14.7,11.3,309,520,164,89,48,6,2,70,128,146,117,59,38.1,61.9,299,494,490,504
160315,Cyril K. Brennan Middle School,552,178,32.2,4.2,4.9,18.1,64.9,0.4,0.4,7.2,227,20.8,558,12980.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160008,Early Learning Center,187,54,28.9,3.7,3.7,10.7,75.9,0,0,5.9,30,7.2,208,12980.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160045,Hill-Roberts Elementary School,467,122,26.1,6,3.9,12.8,68.3,0.9,0,8.1,180,23.9,479,12980.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160040,Hyman Fine Elementary School,443,134,30.2,4.3,6.3,12.6,70.7,0,0,6.1,185,22.4,453,12980.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160050,Peter Thacher Elementary School,394,121,30.7,3.8,6.1,11.7,68.8,0,0,9.6,223,16.5,405,12980.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160305,Robert J. Coelho Middle School,663,131,19.8,3.6,3.6,10.6,76.8,0,0,5.4,278,24.3,689,12980.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160035,Thomas Willett Elementary School,449,169,37.6,6.2,9.4,9.8,65,0,0,9.6,185,21.7,416,12980.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160320,Wamsutta Middle School,579,181,31.3,6,5.9,18.7,64.9,0,0.2,4.3,228,21.8,563,12980.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170305,Auburn Middle,624,101,16.2,1.8,4.2,5.4,85.6,0.3,0,2.7,308,19,616,13580.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170505,Auburn Senior High,795,121,15.2,2.1,4.3,6.4,84,0.4,0,2.8,561,17.3,776,13580.88,160,96.9,1.3,0.6,0.6,0.6,0,158,125,79.1,0,33.6,18.4,48,17.6,24.8,14.4,250,380,148,74,28,0,0,79,123,106,47,25,53.2,46.8,134,488,477,505
170010,Bryn Mawr,286,52,18.2,1.4,3.1,10.1,81.1,0.7,0,3.5,48,23,278,13580.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170025,Pakachoag School,281,55,19.6,2.8,3.9,8.2,81.1,0,0,3.9,48,21.5,258,13580.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170030,Swanson Road Intermediate School,537,98,18.2,1.5,3.4,7.6,84,0,0,3.5,198,21.7,556,13580.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180510,Avon Middle High School,319,76,23.8,37.3,5.6,4.7,48.3,0.6,0,3.4,218,13.3,320,14284.49,48,83.3,8.3,2.1,0,6.3,0,41,36,87.8,0,19.4,30.6,50,30.6,22.2,27.8,21,27,16,4,1,0,0,3,14,7,3,0,63,37,33,467,451,481
180010,Ralph D Butler,395,88,22.3,23.3,3.8,6.8,59,1.3,0,5.8,98,18,404,14284.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200505,Barnstable High,1866,475,25.5,8.4,2.8,11.5,72.2,0.9,0.4,3.7,700,15.3,1837,15012.81,397,84.6,5,2.3,0.5,7.6,0,339,256,75.5,0,31.3,34.8,34,34.4,10.2,12.5,475,906,253,102,67,28,25,152,212,278,156,108,40.2,59.8,261,505,489,513
200315,Barnstable Intermediate School,754,243,32.2,8,1.7,9.9,74.7,0.5,0,5.2,463,15.1,752,15012.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200050,Barnstable United Elementary School,852,275,32.3,6.7,2.1,11.7,75.6,0,0.4,3.5,385,23.4,804,15012.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010,Centerville Elementary,293,84,28.7,4.8,1.4,8.5,82.3,0.3,0,2.7,86,19.6,317,15012.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200001,Enoch Cobb Early Learning Center,126,52,41.3,5.6,2.4,11.1,73,0,0,7.9,18,8.3,150,15012.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200025,Hyannis West Elementary,356,205,57.6,17.1,2.5,27.5,42.7,0.3,0.3,9.6,108,22.1,356,15012.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200005,West Barnstable Elementary,260,73,28.1,4.6,1.9,6.5,83.5,0,0,3.5,64,24.1,258,15012.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200045,West Villages Elementary School,441,95,21.5,2,0.7,5.2,88,0.5,0,3.6,113,27.6,460,15012.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230505,Bedford High,888,69,7.8,7.8,11.4,6.4,68.7,0,0.6,5.2,593,12.3,893,17839.45,209,95.2,2.9,0,0.5,1.4,0,224,205,91.5,0,42.4,17.6,40,15.1,6.3,13.2,132,249,53,48,27,2,2,3,18,50,73,105,8.4,91.6,171,566,550,572
230305,John Glenn Middle,556,49,8.8,5.8,15.5,5.9,69.2,0,0,3.6,419,14.5,538,17839.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230010,Lt Elezer Davis,598,56,9.4,5,16.7,6.2,65.2,0,0,6.9,82,22,593,17839.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230012,Lt Job Lane School,566,44,7.8,5.7,15.7,4.4,70.3,0,0,3.9,132,20.5,535,17839.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240505,Belchertown High,710,96,13.5,2,2,4.1,90.3,0.1,0.1,1.4,419,14,707,12591.99,179,91.6,2.8,0,3.4,2.2,0,169,152,89.9,0,42.8,23.7,33.6,23,9.9,11.8,60,80,43,15,1,1,0,5,7,19,25,24,15,85,114,544,531,544
240006,Chestnut Hill Community School,578,104,18,2.6,2.4,4,88.4,0,0.3,2.2,237,22.5,578,12591.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240005,Cold Spring,170,39,22.9,1.2,1.8,5.3,86.5,0,0,5.3,39,16.4,179,12591.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240025,Jabish Middle School,395,76,19.2,2.3,1.5,1.5,92.2,0,0.3,2.3,295,15.6,409,12591.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240018,Swift River Elementary,501,116,23.2,2,1.2,5,88.6,0.6,0,2.6,222,20.3,505,12591.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250003,Bellingham Early Childhood Center,96,15,15.6,2.1,3.1,0,91.7,0,2.1,1,7,15.7,100,13220.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250505,Bellingham High School,739,115,15.6,1.8,3.1,5.3,88.4,0.3,0,1.2,343,18.3,748,13220.48,158,94.3,3.2,0.6,1.3,0.6,0,174,122,70.1,0,29.5,18,52.5,13.1,29.5,15.6,101,190,46,31,15,8,1,38,57,47,28,20,50,50,106,515,480,518
250315,Bellingham Memorial School,711,123,17.3,1.7,4.2,3.5,88.9,0.3,0,1.4,251,20.2,732,13220.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250510,Keough Memorial Academy,34,15,44.1,0,0,11.8,85.3,0,0,2.9,36,8.6,40,13220.48,13,23.1,15.4,15.4,0,46.2,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
250020,South Elementary,335,58,17.3,1.8,1.2,2.1,91.9,0,2.4,0.6,72,20,360,13220.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250025,Stall Brook,342,73,21.3,1.8,2,3.5,87.4,0,1.5,3.8,84,16,337,13220.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260505,Belmont High,1264,82,6.5,4.6,16.8,3.5,69.9,0,0.1,5.2,459,19.2,1249,13028.52,312,97.8,0.3,0,1.3,0.6,0,275,237,86.2,0,66.7,4.6,28.7,3.8,3.4,12.2,467,"1,033",162,142,90,53,20,16,62,186,331,438,7.6,92.4,286,587,584,610
260015,Daniel Butler,363,47,12.9,4.4,23.7,8.8,56.7,0.6,0,5.8,65,22.8,369,13028.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260010,Mary Lee Burbank,373,22,5.9,2.1,20.6,4.3,65.1,0,0.3,7.5,61,22.8,346,13028.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260035,Roger E Wellington,641,51,8,3.1,15.3,2.2,69,0,0,10.5,106,22.5,648,13028.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260005,Winn Brook,468,21,4.5,1.7,24.8,3.4,63,0.2,0,6.8,82,22.4,458,13028.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260305,Winthrop L Chenery Middle,1357,102,7.5,3.5,16.1,4.9,69.3,0.1,0.1,6,641,22.1,1328,13028.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270010,Berkley Community School,537,99,18.4,0,0.2,0.9,96.1,0,0,2.8,155,20.8,537,13153.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270305,Berkley Middle School,392,43,11,1,0.8,1.5,94.1,0,0,2.6,172,19.3,392,13153.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280005,Berlin Memorial,190,34,17.9,0.5,2.1,3.7,88.9,0.5,0,4.2,113,15.6,186,18680.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300055,Ayers/Ryal Side School,525,165,31.4,3.4,4.4,17,73.1,0,0,2.1,24,22,528,13188.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300505,Beverly High,1285,306,23.8,3,2.7,10.8,81.2,0,0.2,2.2,607,18.9,1285,13188.37,347,90.8,4.9,0.3,0.9,3.2,0,316,242,76.6,0.4,28.9,25.2,45.5,24,16.1,12.4,226,362,136,57,22,9,2,45,84,124,65,44,35.6,64.4,241,517,511,523
300305,Briscoe Middle,1009,236,23.4,3,2.4,9.5,82.2,0,0,3,566,19.3,980,13188.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300010,Centerville Elementary,358,122,34.1,3.9,0.6,15.4,76.3,0,0,3.9,22,16.5,363,13188.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300015,Cove Elementary,464,132,28.4,3,1.3,11.4,77.4,0,0.2,6.7,29,15.8,457,13188.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300033,Hannah Elementary,381,79,20.7,1.3,1.3,11.8,80.8,0,0,4.7,22,16.8,369,13188.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300002,McKeown School,112,40,35.7,5.4,0.9,11.6,74.1,0,0,8,15,9,135,13188.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300040,North Beverly Elementary,391,81,20.7,2,2,10.5,82.6,0.3,0,2.6,25,17,425,13188.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310505,Billerica Memorial High School,1376,209,15.2,2.3,6.4,4.6,84.3,0.1,0.3,2,559,17.7,1388,15434.97,314,92.4,1.9,0,2.2,3.5,0,334,255,76.3,0,26.3,22.4,51.4,22.4,13.7,22.4,215,425,96,59,38,13,9,47,83,120,111,64,30.6,69.4,239,521,516,540
310030,Eugene C Vining,197,35,17.8,2,4.6,10.2,76.6,0,0.5,6.1,106,16.5,200,15434.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310007,Frederick J Dutile,303,57,18.8,4.3,3.3,5.6,84.5,0,0,2.3,144,18.8,301,15434.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310026,Hajjar Elementary,477,83,17.4,4.6,8.6,8.4,76.9,0.4,0,1,221,20.3,509,15434.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310012,John F Kennedy,321,38,11.8,1.6,2.8,2.8,90.7,0,0,2.2,159,18.7,340,15434.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310310,Locke Middle,536,69,12.9,2.2,6.2,3.4,85.4,0,0.2,2.6,392,18.4,600,15434.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310305,Marshall Middle School,623,107,17.2,3.2,5.5,3.9,85.9,0.2,0.2,1.3,333,19.2,683,15434.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310015,Parker,507,93,18.3,5.9,10.5,6.9,73.2,0.4,0,3.2,211,20.2,489,15434.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310005,Thomas Ditson,542,86,15.9,5,9,6.1,75.5,0,0,4.4,260,19,558,15434.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350541,Another Course To College,223,137,61.4,43,5.8,39.9,7.2,0.4,0.4,3.1,101,16.8,239,19246.36,52,96.2,1.9,0,0,1.9,0,43,35,81.4,0,42.9,25.7,31.4,25.7,11.4,17.1,31,36,26,5,0,0,0,24,10,2,0,0,94.4,5.6,47,377,395,407
350003,Baldwin Early Learning Center,159,50,31.4,15.1,25.8,32.1,22.6,0,0,4.4,22,18.8,157,19246.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350021,Beethoven,329,130,39.5,23.4,3.6,29.2,41,0,0,2.7,155,17.2,349,19246.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350390,Blackstone,585,424,72.5,24.1,1.5,69.4,3.6,0,0.2,1.2,321,18.6,654,19246.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350548,Boston Adult Academy,197,101,51.3,53.8,2,37.1,5.1,0,1,1,84,18.1,245,19246.36,87,27.6,40.2,18.4,0,13.8,0,89,29,32.6,6.9,20.7,62.1,10.3,62.1,0,6.9,,,,,,,,,,,,,,,2,,,
350546,Boston Arts Academy,447,195,43.6,40.5,4.5,39.4,12.5,0,0,3.1,249,14.6,433,19246.36,98,89.8,6.1,0,1,3.1,0,81,63,77.8,1.6,46,19,33.3,19,12.7,9.5,15,18,12,3,0,0,0,14,4,0,0,0,100,0,99,437,427,435
350755,Boston Collaborative High School,193,128,66.3,43,1,39.4,14.5,1,0,1,15,31.1,259,19246.36,84,47.6,47.6,0,0,4.8,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
350558,Boston Community Leadership Academy,500,280,56,36,4.8,51.2,5.8,0.4,0,1.8,226,16.5,502,19246.36,122,89.3,5.7,0,1.6,3.3,0,109,89,81.7,0,36,37.1,27,36,12.4,13.5,143,252,66,48,26,3,0,127,79,27,13,6,81.7,18.3,105,396,390,431
350507,Boston International High School,378,228,60.3,47.4,3.4,45.5,1.9,0,0.8,1.1,168,15.3,518,19246.36,72,55.6,23.6,2.8,0,18.1,0,53,40,75.5,0,42.5,17.5,40,17.5,17.5,22.5,22,32,12,10,0,0,0,12,6,4,6,4,56.3,43.8,68,313,305,347
350560,Boston Latin,2403,377,15.7,8,29,12.1,46.9,0.1,0,3.8,790,25.8,2429,19246.36,416,98.1,1.7,0,0,0.2,0,356,335,94.1,0,59.7,1.5,38.8,1.5,2.7,28.1,"1,037","2,093",444,275,195,101,22,84,278,615,640,476,17.3,82.7,407,629,614,647
350545,Boston Latin Academy,1698,538,31.7,22.7,21.9,22.6,29.3,0.4,0.2,2.9,680,17.9,1690,19246.36,256,96.9,2,0,0.4,0.8,0,264,243,92,0,43.2,7.4,49.4,7.4,9.1,37.9,449,706,260,135,43,8,3,119,232,211,97,47,49.7,50.3,259,526,527,557
350012,Boston Teachers Union School,296,118,39.9,23,2.7,39.5,31.1,0.3,0,3.4,132,18.6,325,19246.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350505,Brighton High,811,495,61,44.3,3.1,45.7,5.4,0.4,0.1,1,321,17.8,958,19246.36,258,62,15.1,0,3.5,19.4,0,198,131,66.2,0.8,17.6,48.9,32.8,47.3,9.2,22.1,88,132,53,27,7,1,0,93,34,4,1,0,96.2,3.8,127,357,352,392
350036,Carter Developmental Center,29,22,75.9,51.7,13.8,17.2,13.8,0,3.4,0,1,27,27,19246.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350054,Charles H Taylor,507,346,68.2,75.1,1.2,18.1,1.6,1,0.2,2.8,279,18.6,592,19246.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
