School Code,School Name,TOTAL_Enrollment,Economically Disadvantaged,% Economically Disadvantaged,% African American,% Asian,% Hispanic,% White,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",Total # of Classes,Average Class Size,Number of Students,Average Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% GED,% Dropped Out,% Permanently Excluded,High School Graduates (#),Attending Coll./Univ. (#),% Attending College,% Private Two-Year,% Private Four-Year,% Public Two-Year,% Public Four-Year,% MA Community College,% MA State University,% UMass,AP_Test Takers,AP_Tests Taken,AP_One Test,AP_Two Tests,AP_Three Tests,AP_Four Tests,AP_Five or More Tests,AP_Score=1,AP_Score=2,AP_Score=3,AP_Score=4,AP_Score=5,% AP_Score 1-2,% AP_Score 3-5,SAT_Tests Taken,Average SAT_Reading,Average SAT_Writing,Average SAT_Math
1750003,Memorial School,419,22,5.3,1.9,3.6,4.1,87.4,0.2,0,2.9,85,20.7,405,13848.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750007,Ralph Wheelock School,348,17,4.9,0.9,2.6,8,85.3,0.9,0,2.3,105,20,349,13848.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750305,Thomas Blake Middle,626,27,4.3,0.6,4.3,1.9,89.8,0.2,0,3.2,546,17.9,628,13848.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760130,Brooks School,497,55,11.1,8.7,4.4,4,76.9,0,0,6,,,,16005.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760140,Christopher Columbus,426,170,39.9,20.4,5.4,12.9,56.6,0,0,4.7,,,,16005.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760510,Curtis-Tufts,22,7,31.8,22.7,4.5,22.7,45.5,0,0,4.5,,,,16005.95,9,0,77.8,0,0,22.2,0,4,,,,,,,,,,,,,,,,,,,,,,,,1,,,
1760068,John J McGlynn Elementary School,544,213,39.2,13.8,13.8,11,53.5,1.1,0,6.8,,,,16005.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760320,John J. McGlynn Middle School,476,178,37.4,15.3,12.6,14.3,54.6,0.4,0,2.7,,,,16005.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760315,Madeleine Dugger Andrews,506,99,19.6,8.9,5.1,6.9,74.3,0,0.2,4.5,,,,16005.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760505,Medford High,1174,291,24.8,17.1,10.2,8.9,60.3,0.2,0,3.3,,,,16005.95,285,83.9,8.8,1.1,2.5,3.9,0,253,207,81.8,0,29.5,29,41.5,29,15.9,17.9,128,217,68,37,17,6,0,5,19,59,76,58,11.1,88.9,213,520,517,521
1760605,Medford Vocational Technical High,257,93,36.2,14.8,1.6,8.9,72.4,0,0,2.3,,,,16005.95,71,84.5,8.5,1.4,2.8,2.8,0,39,13,33.3,0,7.7,92.3,0,92.3,0,0,,,,,,,,,,,,,,,16,398,390,420
1760150,Milton Fuller Roberts,585,180,30.8,8.5,13,10.3,62.6,0.5,0,5.1,,,,16005.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770015,Burke/Memorial Elementary School,501,47,9.4,1.4,2.4,3.6,88.8,0,0,3.8,211,21,508,13307.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770013,John D Mc Govern Elementary,343,30,8.7,1.2,2.9,2.6,91.5,0,0,1.7,82,19,357,13307.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770505,Medway High,762,48,6.3,1.3,1.8,3,91.6,0.4,0.1,1.7,370,16.6,770,13307.78,209,96.7,1.4,0.5,0.5,1,0,180,158,87.8,0,39.9,7,53.2,6.3,10.8,20.9,286,573,124,85,41,25,11,52,87,150,179,105,24.3,75.7,186,535,526,547
1770305,Medway Middle,710,66,9.3,1.8,3.9,3.2,89,0.4,0,1.5,334,19.6,741,13307.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780003,Early Childhood Center,290,22,7.6,2.1,3.8,1.4,84.1,0,0,8.6,21,14.6,306,12057.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780017,Herbert Clark Hoover,251,17,6.8,2.4,4.8,5.6,81.7,0,0,5.6,97,21.1,252,12057.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780025,Horace Mann,265,9,3.4,3.4,1.9,2.3,89.1,0,0,3.4,97,21.4,254,12057.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780020,Lincoln,430,105,24.4,8.1,9.1,10,67,0,0,5.8,153,22,412,12057.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780505,Melrose High,988,117,11.8,7.8,4,4.6,80.5,0,0,3.1,388,18.1,960,12057.62,238,95.8,2.1,0,0,2.1,0,219,185,84.5,0.5,34.6,16.8,48.1,16.2,13,23.8,268,583,104,74,48,27,15,64,111,154,160,94,30,70,207,530,527,534
1780305,Melrose Middle,772,74,9.6,6.1,4.4,2.3,82.9,0,0,4.3,545,19.9,817,12057.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780035,Roosevelt,429,62,14.5,6.1,5.1,6.1,77.9,0,0,4.9,152,21.6,411,12057.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780050,Winthrop,373,25,6.7,5.6,2.7,2.1,85.8,0,0,3.8,137,21.5,359,12057.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7100179,Henry P Clough,428,35,8.2,0,0.2,4.7,93.5,0,0,1.6,105,19.9,441,13742.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7100001,Memorial School,437,42,9.6,0.5,5.5,3.9,87,0,0,3.2,103,20.3,437,13742.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7100015,Miscoe Hill School,780,65,8.3,0.6,2.3,4.7,89.4,0,0,2.9,375,20.4,801,13742.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7100510,Nipmuc Regional High,593,61,10.3,1,2,2.9,91.9,0,0,2.2,368,13.6,614,13742.48,165,94.5,2.4,1.2,0,1.8,0,162,137,84.6,0,45.3,7.3,47.4,5.8,16.8,19,156,313,58,53,33,11,1,30,52,76,96,59,26.2,73.8,139,529,514,544
1810050,Comprehensive Grammar School,1115,293,26.3,1,6,33.6,55.2,0,0.1,4,326,21.2,1115,12808.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810060,Donald P Timony Grammar,1349,545,40.4,0.7,3.9,46,43.6,0.1,0.1,5.6,399,20.9,1349,12808.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810030,Marsh Grammar School,1242,304,24.5,0.5,2.7,25.9,66.3,0,0,4.5,334,22.9,1292,12808.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810505,Methuen High,1891,571,30.2,0.2,4,33.7,56.6,0.2,0.1,5.1,1055,16.7,1946,12808.32,481,87.9,3.3,2.5,1,5.2,0,418,325,77.8,0,23.7,48.6,27.7,46.5,6.2,15.4,351,552,216,84,38,11,2,114,191,146,77,24,55.3,44.7,262,473,459,482
1810055,Tenney Grammar School,1299,477,36.7,0.1,3.1,47.8,43.2,0,0,5.9,384,20.8,1341,12808.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820008,Henry B. Burkland Elementary School,578,207,35.8,1.7,1,4.2,85.5,0.5,0.2,6.9,326,19.1,597,13515.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820305,John T. Nichols Middle,774,212,27.4,1.8,1.3,4.1,89.1,0.9,0,2.7,441,23.6,780,13515.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820010,Mary K. Goode Elementary School,586,154,26.3,2.9,0.7,2,90.1,0.9,0,3.4,311,19.9,584,13515.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820011,Memorial Early Childhood Center,130,43,33.1,2.3,0.8,1.5,93.8,0,0,1.5,77,17.2,268,13515.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820505,Middleborough High,694,146,21,2.2,0.7,3.2,90.3,0.6,0,3,485,14.6,772,13515.17,223,93.3,1.3,0.4,0,4.9,0,173,126,72.8,0,30.2,37.3,32.5,36.5,13.5,11.9,182,253,117,59,6,0,0,26,56,90,53,28,32.4,67.6,151,501,481,509
1840003,Fuller Meadow,221,21,9.5,0.5,4.5,2.7,88.2,0.5,0,3.6,112,11.4,247,15071.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840005,Howe-Manning,478,34,7.1,0.8,4.8,4.6,85.6,0,0,4.2,197,16.7,472,15071.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850065,Brookside,499,187,37.5,3.6,1.4,28.7,61.9,0.6,0.2,3.6,237,14.9,508,13339.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850010,Memorial,466,178,38.2,2.1,2.8,28.5,59.7,1.5,0.2,5.2,162,20.4,484,13339.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850505,Milford High,1135,300,26.4,3,2.5,22,69.6,1.4,0.1,1.4,538,16.2,1101,13339.7,272,84.2,4.8,0.7,0.7,9.6,0,260,201,77.3,0,28.4,16.9,54.7,14.9,26.4,15.4,315,492,183,94,31,7,0,68,150,143,82,49,44.3,55.7,199,505,492,514
1850075,Shining Star Early Childhood Center,136,38,27.9,0,2.2,17.6,78.7,0,0,1.5,21,14,159,13339.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850305,Stacy Middle,968,272,28.1,2.8,2.4,24.6,65.8,1.1,0,3.3,545,18.9,969,13339.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850090,Woodland,983,350,35.6,2.5,2.1,27.4,61.2,3,0,3.8,231,19.2,654,13339.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860017,Elmwood Street,563,155,27.5,2,2.8,6.6,82.2,0,0,6.4,174,23.1,618,14989.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860505,Millbury Junior/Senior High,727,165,22.7,2.5,1.9,7.4,84.9,0.3,0.1,2.9,392,15.2,716,14989.37,101,96,3,0,1,0,0,130,98,75.4,0,27.6,24.5,48,23.5,32.7,12.2,69,115,41,14,10,4,0,17,45,31,13,9,53.9,46.1,69,480,459,492
1860025,Raymond E. Shaw Elementary,437,102,23.3,1.6,3,8.2,81.9,0,0,5.3,177,21.5,416,14989.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870005,Clyde F Brown,504,47,9.3,0.6,0.6,5,88.7,0.4,0,4.8,186,18.8,535,13489.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870505,Millis High School,390,38,9.7,2.6,1.8,3.6,89.5,1,0.3,1.3,180,14.5,377,13489.87,97,93.8,1,0,1,4.1,0,93,82,88.2,0,50,7.3,42.7,7.3,13.4,15.9,93,149,52,30,8,2,1,10,33,49,37,20,28.9,71.1,84,516,496,503
1870020,Millis Middle,429,52,12.1,1.9,3.3,6.5,85.1,0,0.2,3,226,19.4,460,13489.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890410,Charles S Pierce Middle,915,78,8.5,16,4.8,4.7,70.7,0.3,0.3,3.2,508,18.7,908,14116.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890005,Collicot,705,37,5.2,3.3,7.4,3,83.3,0,0.1,3,113,22.2,700,14116.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890007,Cunningham School,505,36,7.1,7.9,8.3,3.8,75.8,0.2,0,4,87,22.3,499,14116.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890010,Glover,589,23,3.9,8,4.4,3.7,79.3,0,0,4.6,104,21.3,566,14116.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890505,Milton High,1001,112,11.2,21.1,7.1,5.1,62.1,0,0.4,4.2,498,16.9,1017,14116.37,226,96.9,2.7,0,0,0.4,0,224,200,89.3,0,45.5,12.5,42,11.5,6,21.5,281,589,109,74,68,22,8,43,101,198,151,96,24.4,75.6,204,530,524,555
1890020,Tucker,435,94,21.6,40.7,6,7.6,38.2,0,0,7.6,75,20.9,424,14116.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8300605,Minuteman Regional High,582,152,26.1,6.2,3.3,10.1,76.8,0.3,0,3.3,438,12,615,28207.95,158,88,9.5,0,0.6,1.9,0,163,94,57.7,0,28.7,43.6,27.7,42.6,6.4,14.9,19,25,14,4,1,0,0,4,6,8,6,1,40,60,80,480,448,470
7170005,Buckland-Shelburne Regional,259,91,35.1,0.4,0,4.6,90.7,0.8,0,3.5,41,30.2,268,17491.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7170010,Colrain Central,112,37,33,1.8,0,2.7,94.6,0,0,0.9,36,14.1,111,17491.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7170015,Heath Elementary,29,10,34.5,0,0,0,100,0,0,0,28,7.1,48,17491.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7170505,Mohawk Trail Regional High,422,146,34.6,0.5,1.2,2.8,91.5,0.2,0,3.8,325,12.3,452,17491.91,83,81.9,4.8,0,4.8,8.4,0,82,65,79.3,0,40,33.8,26.2,33.8,13.8,3.1,52,88,29,14,7,1,1,4,23,24,26,11,30.7,69.3,52,545,510,546
7170020,Sanderson Academy,143,36,25.2,0,0.7,2.8,93,0.7,0.7,2.1,30,16.8,147,17491.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7120001,Chatham Elementary School,273,94,34.4,5.1,0.4,6.2,83.9,0,0.7,3.7,160,17.2,287,15979.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7120002,Harwich Elementary School,566,141,24.9,4.4,0.5,7.1,81.8,0.7,0.2,5.3,296,19.3,603,15979.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7120515,Monomoy Regional High School,599,123,20.5,6.5,2.2,3.5,83,0.7,0,4.2,444,12.3,613,15979.82,114,89.5,5.3,0,0.9,4.4,0,85,65,76.5,0,41.5,33.8,24.6,32.3,7.7,4.6,88,169,37,32,10,7,2,28,40,45,36,20,40.2,59.8,79,546,524,532
7120315,Monomoy Regional Middle School,426,104,24.4,4.5,0.9,8.5,80.3,0.7,0.5,4.7,315,15.2,445,15979.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910310,Granite Valley Middle,313,70,22.4,1,0.6,1.6,93.6,0.3,1.3,1.6,266,16,342,13955.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910505,Monson High School,287,49,17.1,0.7,0.7,1.7,94.1,0,0.3,2.4,168,14.7,310,13955.42,91,96.7,1.1,0,0,2.2,0,76,62,81.6,0,30.6,41.9,27.4,33.9,12.9,8.1,98,125,75,19,4,0,0,31,42,30,13,9,58.4,41.6,70,497,480,500
1910025,Quarry Hill Community School,379,118,31.1,1.1,1.1,2.4,93.4,0.3,0.3,1.6,136,20.9,397,13955.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8320605,Montachusett Regional Vocational Technical,1429,329,23,0.9,1,13.9,80.1,0.1,0,4.1,639,18.7,1419,18275.47,345,98.6,1.2,0,0,0.3,0,316,170,53.8,0,17.1,48.8,34.1,47.6,26.5,2.9,145,187,108,32,5,0,0,68,75,29,12,3,76.5,23.5,201,473,440,470
7150505,Mt Greylock Regional High,562,99,17.6,1.4,1.1,2.5,90,0.2,0,4.8,334,13.3,552,19625.78,81,92.6,3.7,0,2.5,1.2,0,86,73,84.9,0,53.4,16.4,30.1,16.4,8.2,6.8,112,236,50,22,24,11,5,22,39,78,59,38,25.8,74.2,58,593,577,585
4700105,Mystic Valley Regional Charter School,1486,255,17.2,17,17.2,7.8,53.4,0.3,0,4.4,775,22.7,1491,,104,99,0,0,0,1,0,96,86,89.6,0,44.2,9.3,46.5,9.3,23.3,18.6,,,,,,,,,,,,,,,101,538,525,562
1960010,Johnson,142,28,19.7,0,0,0,100,0,0,0,15,18.1,150,14220.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970010,Cyrus Peirce,328,57,17.4,11.9,1.2,23.2,57.9,0,0.3,5.5,203,15.9,334,20736.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970005,Nantucket Elementary,717,144,20.1,9.6,2,33.6,51.9,0,0.1,2.8,398,20.5,734,20736.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970505,Nantucket High,538,93,17.3,12.5,1.5,23.4,59.3,0.4,0,3,277,12.8,526,20736.02,126,83.3,10.3,1.6,0,4.8,0,99,72,72.7,0,66.7,6.9,26.4,4.2,8.3,11.1,110,214,49,30,20,10,1,63,38,61,24,28,47.2,52.8,93,524,511,490
7200005,Baldwinville Elementary,277,72,26,0.7,0.4,5.1,89.2,0.4,0.4,4,103,22.6,249,12696.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7200305,Narragansett Middle,421,112,26.6,1,0.2,5.2,90.5,0,0.2,2.9,161,19.5,415,12696.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7200505,Narragansett Regional High,372,75,20.2,0.8,0.8,5.1,90.1,0,0,3.2,247,11.9,407,12696.99,97,87.6,3.1,3.1,1,5.2,0,91,60,65.9,0,13.3,40,46.7,38.3,23.3,8.3,89,144,53,20,13,3,0,28,52,29,26,9,55.6,44.4,53,502,487,510
7200003,Phillipston Memorial,163,54,33.1,1.2,0,4.9,88.3,0.6,0,4.9,52,17.3,163,12696.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7200020,Templeton Center,158,40,25.3,0,0.6,5.7,92.4,0,0,1.3,72,21,168,12696.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7250020,Center School,609,31,5.1,0.7,4.4,3.4,89.5,0.3,0,1.6,193,21,599,14264.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7250025,Florence Sawyer School,774,40,5.2,0.4,4.1,3,89.8,0,0,2.7,274,20.8,774,14264.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7250310,Hale,287,11,3.8,1.4,4.2,2.4,91.6,0,0,0.3,145,19.8,288,14264.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7250305,Luther Burbank Middle School,247,20,8.1,3.2,2.4,4,87.4,0,0.8,2,132,17.7,247,14264.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7250010,Mary Rowlandson Elementary,485,92,19,0.8,1.2,6.6,88.5,0.2,0,2.7,134,20.4,482,14264.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7250505,Nashoba Regional,1011,51,5,1.6,2.3,4.9,87.1,0.2,0,3.9,594,14.5,1049,14264.04,272,94.5,1.1,0.4,1.1,2.9,0,249,224,90,0.4,41.5,11.2,46.9,11.2,8.9,17,291,520,170,52,39,24,6,22,54,105,171,168,14.6,85.4,239,552,539,563
8520605,Nashoba Valley Technical High School,732,143,19.5,0.7,0.8,6.3,88.7,0.8,0,2.7,347,15.6,706,17030.03,156,96.8,1.3,0,0,1.9,0,162,91,56.2,0,15.4,50.5,34.1,49.5,22,9.9,88,132,59,18,7,4,0,77,38,15,2,0,87.1,12.9,81,469,426,469
1980005,Bennett-Hemenway,624,56,9,2.4,10.9,2.6,76.6,0,0.2,7.4,117,22.2,642,14044.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980010,Brown,515,60,11.7,1.2,23.7,9.3,61.4,0.2,0,4.3,95,20.7,476,14044.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980305,J F Kennedy Middle School,649,52,8,1.8,9.7,3.2,80.7,0.2,0,4.3,331,21.5,677,14044.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980031,Johnson,222,23,10.4,2.3,3.6,4.5,81.1,0,0,8.6,40,22.8,228,14044.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980035,Lilja Elementary,417,43,10.3,3.1,9.4,6.7,76.3,0,0,4.6,97,18.5,434,14044.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980043,Memorial,434,28,6.5,1.2,4.8,3.5,85.5,0,0,5.1,84,19.6,412,14044.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980505,Natick High,1664,172,10.3,3.5,7.7,4.1,81.4,0.1,0.1,3,1263,17.3,1653,14044.07,379,98.4,0.3,1.1,0.3,0,0,339,290,85.5,0,48.3,12.4,39.3,12.1,10.3,15.2,357,732,167,84,53,32,21,69,76,136,225,226,19.8,80.2,322,555,538,565
1980310,Wilson Middle,947,101,10.7,3.3,5.6,6.1,78.2,0.1,0.1,6.5,418,22.6,936,14044.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6600505,Nauset Regional High,929,166,17.9,4.5,2.7,3,86.7,0.5,0.1,2.5,591,13.7,960,18326.55,252,93.3,5.2,0.8,0,0.8,0,250,194,77.6,0,42.3,29.9,27.8,27.8,4.1,7.7,299,601,149,71,38,20,21,34,112,163,162,130,24.3,75.7,197,526,515,530
6600305,Nauset Regional Middle,535,116,21.7,3.6,1.9,3.7,88,0.4,0.2,2.2,412,16.9,546,18326.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990005,Broadmeadow,553,23,4.2,1.1,7.4,6,79.9,0,0,5.6,128,21.6,556,15900.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990410,High Rock School,421,22,5.2,1.9,7.1,6.7,78.6,0,0,5.7,300,19.4,455,15900.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990035,Hillside Elementary,472,23,4.9,3.8,10,7,72.9,0,0,6.4,105,21.4,467,15900.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990020,John Eliot,392,37,9.4,5.4,13,7.4,70.2,0,0,4.1,97,20,397,15900.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990505,Needham High,1659,92,5.5,3.4,7.7,5,80.8,0.1,0.1,3,690,17.5,1660,15900.29,408,99,0.7,0,0,0,0.2,379,345,91,0,52.8,4.6,42.6,4.1,2.6,16.8,431,807,205,127,59,29,11,10,50,162,242,343,7.4,92.6,361,575,571,584
1990050,Newman Elementary,720,49,6.8,4,8.8,6,75.1,0,0.1,6,155,20.8,733,15900.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990405,Pollard Middle,876,46,5.3,1.9,8.7,3.9,80.5,0.2,0,4.8,622,18.4,847,15900.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990040,William Mitchell,495,10,2,1.2,7.5,4.2,82.4,0,0,4.6,116,20.6,496,15900.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4440205,Neighborhood House Charter School,457,153,33.5,51,4.4,16.2,21,0.9,0,6.6,94,26.2,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010095,Abraham Lincoln,783,542,69.2,8.9,0.5,32.7,51.3,0.3,0,6.3,243,23.9,829,13144.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010063,Alfred J Gomes,548,382,69.7,11.9,0.4,65.3,18.8,0.4,0.2,3.1,188,21.3,720,13144.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010140,Betsey B Winslow,297,117,39.4,6.4,2.7,15.2,65,0.3,0.3,10.1,100,23.2,326,13144.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010105,Carlos Pacheco,381,307,80.6,16,1,50.9,27,0.5,0,4.5,114,24.1,422,13144.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010123,Casimir Pulaski,721,318,44.1,6.4,1.4,16.1,70.5,0.1,0,5.5,280,17.7,750,13144.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010010,Charles S Ashley,331,170,51.4,4.2,0.9,22.7,68.3,0.3,0,3.6,123,19,336,13144.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010015,Elizabeth Carter Brooks,289,179,61.9,9.3,1.7,31.8,50.5,1.4,0.3,4.8,94,19.7,308,13144.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010075,Ellen R Hathaway,288,216,75,10.1,1.4,59,22.9,0.7,0.3,5.6,120,20.9,359,13144.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010020,Elwyn G Campbell,275,154,56,5.5,1.5,33.1,53.1,0.4,0,6.5,87,18,258,13144.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010078,Hayden/McFadden,622,487,78.3,10.9,0.3,54.7,28.3,1,0,4.8,270,18.8,703,13144.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010040,James B Congdon,364,265,72.8,11.8,0.3,42.6,37.9,0.5,0.3,6.6,124,23.4,420,13144.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010130,Jireh Swift,233,101,43.3,3,1.7,18,75.1,0,0,2.1,84,20.8,245,13144.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010115,John Avery Parker,297,212,71.4,15.2,0,37.4,39.7,0.3,0.3,7.1,86,22.8,308,13144.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010050,John B Devalles,338,259,76.6,13,0.9,41.4,41.7,0,0,3,154,16.7,370,13144.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010070,John Hannigan,373,277,74.3,13.9,0,52,30.3,0.5,0,3.2,78,21.6,241,13144.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010405,Keith Middle School,885,530,59.9,14.9,1.1,36.9,40.2,0.6,0.3,5.9,384,22.1,876,13144.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010505,New Bedford High,2014,1187,58.9,13,1.1,46.1,34.8,0.8,0.4,3.9,1305,15.6,2101,13144.71,560,65.2,12.9,7.5,0.7,13.8,0,320,203,63.4,1,20.7,44.3,34,43.3,10.8,19.7,272,477,135,79,49,8,1,181,187,68,27,14,77.1,22.9,214,449,421,449
2010410,Normandin Middle School,1125,631,56.1,7.3,1.1,33,53.1,0.6,0.2,4.8,504,17.5,1138,13144.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010124,Renaissance Community School for the Arts,247,190,76.9,17.8,0,59.9,18.6,0,0.4,3.2,74,20.3,235,13144.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010415,Roosevelt Middle School,792,523,66,15,0.5,39.9,38.3,0.4,0.1,5.8,365,20.5,771,13144.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
