time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-04-09T21:34:58.059Z,6.8928,-73.1219,147.59,4.4,mb,,69,0.994,0.99,us,us7000h0yx,2022-04-18T02:17:43.040Z,"13 km SW of Piedecuesta, Colombia",earthquake,6.8,6.2,0.058,86,reviewed,us,us
2022-04-09T21:33:44.270Z,38.8366667,-122.7826667,1.93,0.48,md,26,67,0.006243,0.02,nc,nc73716421,2022-04-11T08:21:13.649Z,"5km WNW of Cobb, CA",earthquake,0.21,0.34,0.224,4,reviewed,nc,nc
2022-04-09T21:22:08.707Z,-3.1662,139.8208,13.79,5.3,mww,,16,1.094,1,us,us7000h0yv,2022-04-18T02:17:01.852Z,"110 km SW of Abepura, Indonesia",earthquake,3.9,3,0.093,11,reviewed,us,us
2022-04-09T21:17:20.260Z,59.3796666666667,-153.444666666667,3.56,0.3,ml,6,101,,0.26,av,av91054453,2022-04-11T22:12:56.270Z,"58 km SE of Pedro Bay, Alaska",earthquake,0.94,0.83,0.222593184516919,6,reviewed,av,av
2022-04-09T21:16:56.185Z,36.1965,71.2316,100.96,4.1,mb,,148,1.066,0.64,us,us7000h0yu,2022-04-18T03:28:27.040Z,"60 km SSW of Ashkāsham, Afghanistan",earthquake,9.2,6.2,0.185,8,reviewed,us,us
2022-04-09T21:16:46.411Z,61.7532,-149.8385,51.3,1.5,ml,,,,0.76,ak,ak0224k2sznj,2022-04-09T21:27:57.385Z,"10 km E of Willow, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-04-09T21:14:20.130Z,38.8283333,-122.8056667,2.07,0.19,md,22,55,0.006014,0.01,nc,nc73716416,2022-04-09T21:24:30.820Z,"7km NW of The Geysers, CA",earthquake,0.22,0.41,0.175,4,reviewed,nc,nc
2022-04-09T21:08:20.080Z,44.7546667,-110.9793333,10.14,0.7,ml,11,99,0.01967,0.13,uu,uu60489772,2022-04-11T16:31:38.260Z,"14 km NE of West Yellowstone, Montana",earthquake,0.47,0.87,0.058,2,reviewed,uu,uu
2022-04-09T21:05:17.940Z,38.8183333,-122.8023333,3.47,0.4,md,34,34,0.007881,0.03,nc,nc73716411,2022-04-10T01:41:22.522Z,"6km NW of The Geysers, CA",earthquake,0.18,0.32,0.363,5,reviewed,nc,nc
2022-04-09T20:52:37.344Z,-16.3181,166.8507,10,6.3,mww,,33,0.93,0.88,us,us7000h0yj,2022-04-10T20:57:42.406Z,"64 km WSW of Norsup, Vanuatu",earthquake,5.6,1.7,0.038,68,reviewed,us,us
2022-04-09T20:40:46.586Z,63.1676,-149.6992,89.3,1.8,ml,,,,0.51,ak,ak0224k2cp8b,2022-04-09T20:43:23.234Z,"45 km SW of Cantwell, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-04-09T20:37:07.490Z,33.3335,-116.2375,10.24,0.87,ml,47,48,0.06687,0.27,ci,ci39989591,2022-04-11T20:14:12.925Z,"15km NE of Borrego Springs, CA",earthquake,0.29,0.6,0.057,14,reviewed,ci,ci
2022-04-09T20:19:28.010Z,44.7573333,-110.9735,10.29,1.03,ml,12,99,0.02335,0.13,uu,uu60489732,2022-04-11T16:24:21.700Z,"14 km NE of West Yellowstone, Montana",earthquake,0.46,0.83,0.078,2,reviewed,uu,uu
2022-04-09T20:14:09.910Z,33.6713333,-116.7645,16.77,0.79,ml,31,107,0.05779,0.13,ci,ci39989583,2022-04-10T15:12:10.415Z,"9km SSW of Idyllwild, CA",earthquake,0.21,0.32,0.148,14,reviewed,ci,ci
2022-04-09T20:08:38.380Z,44.7541667,-110.9813333,9.96,1.74,ml,19,99,0.01843,0.16,uu,uu60489722,2022-04-11T15:33:11.380Z,"14 km NE of West Yellowstone, Montana",earthquake,0.39,0.64,0.101,5,reviewed,uu,uu
2022-04-09T20:05:56.310Z,44.7655,-110.976,9.02,0.01,md,5,181,0.02235,0.09,uu,uu60489717,2022-04-11T16:09:27.500Z,"15 km NE of West Yellowstone, Montana",earthquake,2.57,4.05,0.074,4,reviewed,uu,uu
2022-04-09T20:00:03.846Z,-0.031,123.6733,126.99,4.8,mb,,31,1.349,1.09,us,us7000h0ya,2022-04-09T20:15:23.040Z,"92 km SE of Gorontalo, Indonesia",earthquake,6.2,5.9,0.063,81,reviewed,us,us
2022-04-09T19:54:58.935Z,61.3691,-146.9637,19,1.4,ml,,,,0.91,ak,ak0224k1uald,2022-04-09T20:26:29.230Z,"42 km NW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-04-09T19:53:53.965Z,61.6462,-141.8934,0,1.3,ml,,,,0.17,ak,ak0224k1u2h2,2022-04-09T20:05:20.948Z,"59 km ENE of McCarthy, Alaska",earthquake,,0.9,,,automatic,ak,ak
2022-04-09T19:52:18.930Z,61.3945,-152.01,11.01,-0.13,ml,6,169,,0.08,av,av91054443,2022-04-11T20:55:17.630Z,"57 km WNW of Beluga, Alaska",earthquake,1.09,1.19,0.225928067530242,4,reviewed,av,av
2022-04-09T19:50:55.770Z,38.8338333,-122.8403333,1.9,1.5,md,47,74,0.006073,0.03,nc,nc73716401,2022-04-09T23:06:12.558Z,"10km NW of The Geysers, CA",earthquake,0.13,0.17,0.039,13,reviewed,nc,nc
2022-04-09T19:49:29.570Z,38.8333321,-122.8404999,1.42,0.94,md,25,99,0.006548,0.05,nc,nc73716396,2022-04-09T19:51:04.122Z,"10km NW of The Geysers, CA",earthquake,0.2,0.38,0.06,5,automatic,nc,nc
2022-04-09T19:35:14.119Z,-22.9049,171.537,22.96,5,mww,,64,3.786,0.91,us,us7000h0y5,2022-04-09T20:17:25.040Z,"southeast of the Loyalty Islands",earthquake,8.9,4.5,0.098,10,reviewed,us,us
2022-04-09T19:34:34.140Z,33.993,-116.9985,13.78,1.23,ml,50,69,0.07389,0.17,ci,ci39989575,2022-04-11T19:47:04.934Z,"5km E of Calimesa, CA",earthquake,0.17,0.4,0.16,28,reviewed,ci,ci
2022-04-09T19:30:46.200Z,34.1453333,-117.4168333,7.46,0.99,ml,33,58,0.04796,0.14,ci,ci39989567,2022-04-11T17:53:48.628Z,"6km NW of Rialto, CA",earthquake,0.2,0.35,0.075,15,reviewed,ci,ci
2022-04-09T19:24:40.800Z,38.8351669,-122.8093338,2.05,0.36,md,8,102,0.01177,0.01,nc,nc73716386,2022-04-09T19:42:14.271Z,"8km W of Cobb, CA",earthquake,0.61,1.02,,1,automatic,nc,nc
2022-04-09T19:24:05.220Z,17.9255,-68.541,57,3.49,md,17,230,0.6097,0.43,pr,pr2022099002,2022-04-09T20:04:10.930Z,"50 km S of Boca de Yuma, Dominican Republic",earthquake,3.04,4.8,0.08,9,reviewed,pr,pr
2022-04-09T19:20:50.563Z,36.7903,-115.9478,12.1,0.2,ml,5,232.15,0.009,0.0475,nn,nn00837655,2022-04-21T23:19:46.715Z,"34 km NW of Indian Springs, Nevada",earthquake,,2.1,0.07,3,reviewed,nn,nn
2022-04-09T19:15:50.220Z,44.7516667,-110.9516667,5.65,-0.35,md,5,141,0.03957,0.05,uu,uu60030474,2022-04-11T16:07:48.840Z,"15 km NE of West Yellowstone, Montana",earthquake,1.56,3.82,0.086,3,reviewed,uu,uu
2022-04-09T19:15:15.620Z,44.7466667,-110.944,3.6,0.56,md,5,131,0.04606,0.08,uu,uu60489697,2022-04-11T16:06:13.870Z,"15 km NE of West Yellowstone, Montana",earthquake,1.12,5.62,0.14,4,reviewed,uu,uu
2022-04-09T19:12:51.856Z,38.1701,-117.9121,4.4,2.2,ml,22,86.64,0.048,0.2788,nn,nn00836990,2022-04-09T19:18:19.656Z,"29 km SE of Mina, Nevada",earthquake,,0.5,0.37,13,automatic,nn,nn
2022-04-09T18:59:33.080Z,44.7533333,-110.9771667,9.82,1.78,ml,21,98,0.02151,0.18,uu,uu60030469,2022-04-11T15:29:03.350Z,"14 km NE of West Yellowstone, Montana",earthquake,0.34,0.61,0.028,2,reviewed,uu,uu
2022-04-09T18:59:09.440Z,44.7531667,-110.9798333,10.27,2.08,ml,24,98,0.01974,0.17,uu,uu60489687,2022-04-11T15:21:13.010Z,"14 km NE of West Yellowstone, Montana",earthquake,0.31,0.49,0.1,5,reviewed,uu,uu
2022-04-09T18:56:49.500Z,44.7638333,-110.9673333,11.25,0.68,ml,11,133,0.02802,0.1,uu,uu60489682,2022-04-11T15:52:48.480Z,"15 km NE of West Yellowstone, Montana",earthquake,0.48,0.73,0.094,2,reviewed,uu,uu
2022-04-09T18:53:24.110Z,38.8269997,-122.8143311,2.24,0.85,md,13,72,0.0049,0.02,nc,nc73716376,2022-04-09T21:31:13.950Z,"8km NW of The Geysers, CA",earthquake,0.31,0.81,,1,automatic,nc,nc
2022-04-09T18:51:37.990Z,33.8673333,-117.8623333,6.29,1.07,ml,24,130,0.05026,0.25,ci,ci39989559,2022-04-10T15:03:05.932Z,"1km SE of Placentia, CA",earthquake,0.51,1.1,0.125,13,reviewed,ci,ci
2022-04-09T18:46:07.911Z,60.568,-143.3108,0,1.1,ml,,,,0.49,ak,ak0224k171au,2022-04-09T18:49:05.120Z,"98 km SSW of McCarthy, Alaska",earthquake,,1.1,,,automatic,ak,ak
2022-04-09T18:43:22.250Z,43.4891667,-110.6335,3.38,0.67,ml,6,243,0.093,0.09,mb,mb80542684,2022-04-10T14:39:50.700Z,"10 km E of Jackson, Wyoming",earthquake,0.74,2.21,0.184,6,reviewed,mb,mb
2022-04-09T18:38:37.552Z,28.8265,86.5402,10,4.2,mb,,71,1.51,0.69,us,us7000h0xr,2022-04-09T20:39:30.040Z,"100 km NNW of Lobujya, Nepal",earthquake,7.9,1.9,0.081,48,reviewed,us,us
2022-04-09T18:36:06.760Z,38.8225,-122.7871667,1.24,0.19,md,22,48,0.01053,0.02,nc,nc73716366,2022-04-09T21:03:13.774Z,"6km W of Cobb, CA",earthquake,0.19,0.37,0.209,4,reviewed,nc,nc
2022-04-09T18:26:32.650Z,54.5466,161.4813,59.39,4.2,mb,,138,2.269,0.67,us,us7000h0xs,2022-04-09T19:54:16.040Z,"166 km SE of Atlasovo, Russia",earthquake,11,8.4,0.054,106,reviewed,us,us
2022-04-09T18:04:24.310Z,38.8023338,-122.7726669,1.14,0.35,md,13,76,0.01027,0.02,nc,nc73716361,2022-04-09T20:39:13.620Z,"3km NNW of The Geysers, CA",earthquake,0.26,0.49,0.4,3,automatic,nc,nc
2022-04-09T17:57:38.967Z,64.9408,-147.2866,0,1.4,ml,,,,1.09,ak,ak0224k0o0wv,2022-04-10T16:34:36.663Z,"14 km WNW of Two Rivers, Alaska",explosion,,0.4,,,automatic,ak,ak
2022-04-09T17:40:54.310Z,19.5018329620361,-155.379669189453,21.2600002288818,1.78999996,md,35,90,,0.119999997,hv,hv72979057,2022-04-09T17:44:04.220Z,"16 km WNW of Volcano, Hawaii",earthquake,0.56,0.889999986,0.889999986,8,automatic,hv,hv
2022-04-09T17:40:16.520Z,33.4893333,-116.4903333,12.77,1.13,ml,40,33,0.0638,0.16,ci,ci39989519,2022-04-11T17:33:18.020Z,"18km ESE of Anza, CA",earthquake,0.18,0.33,0.13,28,reviewed,ci,ci
2022-04-09T17:39:45.510Z,38.8268318,-122.8134995,2.04,0.99,md,18,40,0.004352,0.02,nc,nc73716356,2022-04-09T18:23:16.787Z,"7km NW of The Geysers, CA",earthquake,0.22,0.48,0.56,2,automatic,nc,nc
2022-04-09T17:35:56.290Z,33.7165,-116.7643333,16.42,0.5,ml,13,185,0.04215,0.07,ci,ci39989503,2022-04-10T14:53:46.885Z,"5km WSW of Idyllwild, CA",earthquake,0.47,0.37,0.233,2,reviewed,ci,ci
2022-04-09T17:33:44.720Z,33.6436667,-116.6988333,13.66,0.71,ml,24,65,0.06853,0.13,ci,ci39989495,2022-04-10T13:45:29.449Z,"10km NNW of Anza, CA",earthquake,0.29,0.41,0.104,14,reviewed,ci,ci
2022-04-09T17:32:53.810Z,37.6766667,-122.4906667,11.24,1.12,md,21,156,0.04136,0.08,nc,nc73716351,2022-04-10T00:48:13.196Z,"3km SW of Daly City, CA",earthquake,0.34,0.37,0.234,16,reviewed,nc,nc
2022-04-09T17:17:45.095Z,38.2042,-117.85,5.3,1.5,ml,12,179.55,0.106,0.2065,nn,nn00836989,2022-04-09T17:21:37.840Z,"30 km SE of Mina, Nevada",earthquake,,0.8,0.34,7,automatic,nn,nn
2022-04-09T17:14:19.259Z,57.9405,-156.7497,0,2,ml,,,,0.48,ak,ak0224k0erov,2022-04-11T20:51:36.670Z,"47 km SE of Egegik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-04-09T17:04:20.920Z,19.1771659851074,-155.483673095703,30.5499992370605,1.99000001,md,30,155,,0.140000001,hv,hv72979047,2022-04-09T17:07:27.800Z,"2 km S of Pāhala, Hawaii",earthquake,0.84,0.959999979,0.99000001,3,automatic,hv,hv
2022-04-09T16:59:59.530Z,37.4995,-118.8395,9.37,1.64,md,20,145,0.09075,0.04,nc,nc73716346,2022-04-09T20:12:13.454Z,"16km WSW of Toms Place, CA",earthquake,0.32,0.96,0.204,21,reviewed,nc,nc
2022-04-09T16:59:52.860Z,18.1733333333333,-66.4058333333333,2.86,1.46,md,5,257,,1.34,pr,pr71343908,2022-04-09T17:22:34.840Z,"6 km SSW of Orocovis, Puerto Rico",earthquake,6.72,31.61,0.162711546825028,3,reviewed,pr,pr
2022-04-09T16:43:49.146Z,21.6985,120.973,10,4.9,mww,,69,1.118,1.23,us,us7000h0xd,2022-04-09T21:47:02.224Z,"41 km SE of Hengchun, Taiwan",earthquake,4.9,1.7,0.073,18,reviewed,us,us
2022-04-09T16:39:46.700Z,38.7910004,-122.7623367,2.51,0.94,md,19,99,0.009827,0.02,nc,nc73716331,2022-04-09T18:53:16.939Z,"2km NNW of The Geysers, CA",earthquake,0.29,0.59,0.22,3,automatic,nc,nc
2022-04-09T16:36:41.750Z,53.3725,-168.195,-0.27,0.45,ml,5,294,,0.16,av,av91054438,2022-04-11T20:32:00.590Z,"65 km NE of Nikolski, Alaska",earthquake,0.8,0.46,0.551415919600836,5,reviewed,av,av
2022-04-09T16:34:05.410Z,37.843,-110.6251667,2.38,1.81,md,6,244,0.1323,0.12,uu,uu60489652,2022-04-11T15:45:35.070Z,"43 km N of Halls Crossing, Utah",earthquake,1.98,8.91,0.387,3,reviewed,uu,uu
2022-04-09T16:29:23.060Z,40.491,-124.2105,21.62,1.82,md,23,74,0.09423,0.11,nc,nc73716326,2022-04-10T00:23:15.029Z,"9km W of Rio Dell, CA",earthquake,0.43,0.41,0.109,10,reviewed,nc,nc
2022-04-09T16:29:16.856Z,51.148,178.7408,25.47,5.7,mww,,174,0.421,1.09,us,us7000h0x9,2022-04-23T16:39:29.267Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,4.8,5.9,0.073,18,reviewed,us,us
2022-04-09T16:28:54.759Z,-32.8016,-70.289,117.03,4.5,mb,,63,0.223,0.86,us,us7000h0x8,2022-04-09T23:44:41.291Z,"Chile-Argentina border region",earthquake,6.5,6.4,0.191,8,reviewed,us,us
2022-04-09T16:28:40.030Z,46.30716666666667,-122.18416666666667,0.76,0.48,ml,8,179,0.04912,0.06,uw,uw61829811,2022-04-09T18:22:05.680Z,"28 km SSE of Morton, Washington",earthquake,0.24,0.28,0.09761001172866401,5,reviewed,uw,uw
2022-04-09T16:24:35.905Z,31.66221748,-104.4176678,4.023510742,1.9,ml,10,84,0.07113748065,0.2,tx,tx2022gyhr,2022-04-21T23:59:44.985Z,"57 km S of Whites City, New Mexico",earthquake,0.9713609474,1.537720472,0.1,8,reviewed,tx,tx
2022-04-09T16:19:36.230Z,65.6969,-151.7555,4.2,1.6,ml,,,,1.02,ak,ak0224jzufz1,2022-04-09T16:27:30.971Z,"60 km NNE of Tanana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-04-09T16:16:01.170Z,38.8325005,-122.8026657,1.51,0.85,md,8,102,0.01078,0.01,nc,nc73716321,2022-04-09T17:36:12.620Z,"7km W of Cobb, CA",earthquake,0.38,1.12,,1,automatic,nc,nc
2022-04-09T16:14:30.050Z,38.800499,-122.7743301,1.41,0.55,md,17,73,0.01142,0.02,nc,nc73716316,2022-04-09T17:09:13.326Z,"3km NNW of The Geysers, CA",earthquake,0.23,0.43,0.35,4,automatic,nc,nc
2022-04-09T16:13:22.524Z,-0.0447,122.0381,270.65,4.2,mb,,108,1.232,0.71,us,us7000h0x5,2022-04-09T18:54:46.040Z,"130 km NW of Luwuk, Indonesia",earthquake,11.4,8.3,0.137,16,reviewed,us,us
2022-04-09T16:09:03.630Z,60.0051666666667,-153.042,-2.97,-0.76,ml,4,151,,0.16,av,av91534571,2022-04-13T03:39:00.370Z,"64 km ENE of Pedro Bay, Alaska",earthquake,0.66,1.44,0.127534015722434,4,reviewed,av,av
2022-04-09T16:01:24.350Z,60.0101666666667,-153.089,1.31,-0.56,ml,4,150,,0.06,av,av91534566,2022-04-11T19:53:45.160Z,"62 km ENE of Pedro Bay, Alaska",earthquake,0.37,0.96,0.173208798853576,4,reviewed,av,av
2022-04-09T15:59:28.659Z,63.871,-148.7646,10,0.5,ml,,,,0.48,ak,ak0224jzhjut,2022-04-09T16:09:23.374Z,"10 km E of Healy, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2022-04-09T15:51:59.080Z,43.4921667,-110.628,2.24,0.63,ml,6,243,0.097,0.09,mb,mb80542669,2022-04-11T15:27:42.560Z,"10 km E of Jackson, Wyoming",earthquake,1.66,1.16,0.211,6,reviewed,mb,mb
2022-04-09T15:49:09.480Z,-36.5929,78.8474,10,5.8,mww,,46,32.358,1.15,us,us7000h0x2,2022-04-13T19:33:42.040Z,"Mid-Indian Ridge",earthquake,6.2,1.8,0.066,22,reviewed,us,us
2022-04-09T15:38:22.060Z,33.5821667,-116.8075,6.92,1.9,ml,30,39,0.03801,0.19,ci,ci39989447,2022-04-10T13:45:51.615Z,"13km WNW of Anza, CA",earthquake,0.28,0.7,0.216,34,reviewed,ci,ci
2022-04-09T15:36:51.910Z,30.9015,-117.3523333,5.96,3.93,ml,12,299,1.129,0.22,ci,ci39989439,2022-04-11T16:56:08.252Z,"117km SW of Maneadero, B.C., MX",earthquake,1.95,31.61,0.213,23,reviewed,ci,ci
2022-04-09T15:28:35.736Z,63.5836,-147.2454,11.7,1.2,ml,,,,0.9,ak,ak0224jzaxro,2022-04-09T15:35:44.258Z,"84 km ESE of Denali Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-04-09T15:26:01.140Z,38.8390007,-122.8078308,2.61,0.36,md,9,92,0.01367,0.01,nc,nc73716306,2022-04-09T16:43:13.159Z,"8km WNW of Cobb, CA",earthquake,0.59,1.86,,1,automatic,nc,nc
2022-04-09T15:17:53.196Z,61.0578,-151.0778,53.4,1.3,ml,,,,0.78,ak,ak0224jz8m7i,2022-04-09T15:27:17.024Z,"3 km ESE of Tyonek, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-04-09T15:14:59.650Z,35.9001667,-117.692,4.08,1.14,ml,22,46,0.0584,0.12,ci,ci39989431,2022-04-11T17:25:40.660Z,"20km ESE of Little Lake, CA",earthquake,0.15,0.39,0.088,7,reviewed,ci,ci
2022-04-09T15:13:19.785Z,37.611,21.0569,20.6,4.6,mb,,98,0.815,0.78,us,us7000h1vf,2022-04-16T19:13:34.040Z,"23 km SE of Ambelókipoi, Greece",earthquake,5.6,5.1,0.098,31,reviewed,us,us
2022-04-09T15:12:20.100Z,35.9015,-117.6963333,6.72,0.78,ml,17,70,0.05946,0.05,ci,ci39989423,2022-04-11T17:20:53.633Z,"19km ESE of Little Lake, CA",earthquake,0.1,0.26,0.111,7,reviewed,ci,ci
2022-04-09T15:11:23.960Z,-13.9234,167.3699,192.89,4.3,mb,,90,1.523,0.74,us,us7000h1vd,2022-04-16T19:05:46.040Z,"20 km WSW of Sola, Vanuatu",earthquake,6.6,6.2,0.108,27,reviewed,us,us
2022-04-09T15:11:23.500Z,53.3756666666667,-168.195833333333,-0.98,0.37,ml,5,294,,0.09,av,av91054418,2022-04-11T19:50:19.240Z,"65 km NE of Nikolski, Alaska",earthquake,0.44,0.4,0.389292885101939,5,reviewed,av,av
2022-04-09T15:11:11.140Z,19.3458333333333,-155.307333333333,3.47,2.27,ml,35,38,,0.12,hv,hv72978987,2022-04-19T01:34:53.171Z,"13 km SW of Volcano, Hawaii",earthquake,0.2,0.49,0.127204589022212,12,reviewed,hv,hv
2022-04-09T15:10:44.910Z,35.9053333,-117.6801667,8.69,0.66,ml,6,158,0.04887,0.09,ci,ci37411972,2022-04-11T17:17:18.608Z,"21km E of Little Lake, CA",earthquake,0.55,0.88,0.14,3,reviewed,ci,ci
2022-04-09T15:10:44.132Z,37.5852,20.9337,19.23,4.6,mb,,136,0.887,0.81,us,us7000h0ws,2022-04-09T18:39:38.040Z,"17 km SSE of Lithakiá, Greece",earthquake,2.5,5,0.088,39,reviewed,us,us
2022-04-09T15:10:28.910Z,35.8985,-117.695,3.76,1.4,ml,19,45,0.06117,0.08,ci,ci39989415,2022-04-11T17:03:25.814Z,"20km ESE of Little Lake, CA",earthquake,0.12,0.35,0.099,10,reviewed,ci,ci
2022-04-09T15:09:47.330Z,35.9021667,-117.6925,3.97,2.26,ml,32,31,0.05702,0.12,ci,ci39989407,2022-04-11T16:44:12.470Z,"20km E of Little Lake, CA",earthquake,0.12,0.31,0.099,52,reviewed,ci,ci
2022-04-09T15:07:31.820Z,38.8235,-122.804,2.86,1.33,md,42,34,0.004746,0.03,nc,nc73716296,2022-04-09T22:40:12.394Z,"7km NW of The Geysers, CA",earthquake,0.14,0.22,0.149,7,reviewed,nc,nc
2022-04-09T15:05:59.049Z,-36.5619,78.6941,10,4.7,mb,,59,1.524,0.89,us,us7000h1vc,2022-04-16T18:57:52.040Z,"Mid-Indian Ridge",earthquake,10.8,1.9,0.115,26,reviewed,us,us
2022-04-09T15:02:39.970Z,38.788166,-122.7791672,1.2,0.85,md,9,123,0.008475,0.02,nc,nc73716291,2022-04-09T15:36:14.759Z,"2km WNW of The Geysers, CA",earthquake,0.36,0.62,,1,automatic,nc,nc
2022-04-09T14:52:44.780Z,35.8578333,-117.6726667,9.51,0.67,ml,12,88,0.07412,0.11,ci,ci39989383,2022-04-11T15:45:15.743Z,"23km ESE of Little Lake, CA",earthquake,0.24,0.52,0.138,5,reviewed,ci,ci
2022-04-09T14:36:16.790Z,35.7841667,-117.6008333,8.43,1.02,ml,21,63,0.03162,0.13,ci,ci39989375,2022-04-11T16:36:50.693Z,"18km W of Searles Valley, CA",earthquake,0.2,0.44,0.111,7,reviewed,ci,ci
2022-04-09T14:22:43.170Z,35.6381667,-117.43,3.07,2.07,ml,39,69,0.05785,0.14,ci,ci39989367,2022-04-11T16:31:03.140Z,"15km S of Searles Valley, CA",earthquake,0.14,0.29,0.138,46,reviewed,ci,ci
2022-04-09T14:13:02.518Z,63.4858,-148.2709,5.3,1.2,ml,,,,0.74,ak,ak0224jym7ux,2022-04-09T14:22:19.704Z,"35 km ENE of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-04-09T14:10:19.137Z,31.6690531,-104.4599873,7.802587891,2.5,ml,11,87,0.03477148754,0.3,tx,tx2022gydj,2022-04-19T06:19:08.212Z,"56 km S of Whites City, New Mexico",earthquake,1.487098276,1.713174789,0.1,7,reviewed,tx,tx
2022-04-09T14:08:29.860Z,37.3228333,-122.2443333,5.12,1.31,md,8,114,0.0574,0.1,nc,nc73716281,2022-04-09T23:58:11.876Z,"7km S of Portola Valley, CA",earthquake,0.45,1.49,0.124,7,reviewed,nc,nc
2022-04-09T14:02:15.376Z,38.0982,38.6379,10,5.3,mww,,55,1.021,0.92,us,us7000h0wh,2022-04-09T21:06:58.948Z,"7 km NNE of Sincik, Turkey",earthquake,4.4,1.7,0.062,25,reviewed,us,us
2022-04-09T14:01:40.800Z,58.2648333333333,-154.904166666667,4.91,0.54,ml,10,157,,0.27,av,av91534516,2022-04-11T19:35:39.970Z,"81 km NNW of Karluk, Alaska",earthquake,0.57,2.04,0.358178905632236,10,reviewed,av,av
2022-04-09T13:53:52.950Z,51.7926666666667,-178.799166666667,5.85,0.31,ml,4,117,,0.09,av,av91534511,2022-04-11T19:18:19.970Z,"149 km W of Adak, Alaska",earthquake,0.55,0.78,0.123445719321845,4,reviewed,av,av
2022-04-09T13:48:26.940Z,38.8311653,-122.8170013,1.69,0.87,md,22,51,0.009459,0.01,nc,nc73716276,2022-04-09T14:54:12.505Z,"8km NW of The Geysers, CA",earthquake,0.2,0.43,0.3,4,automatic,nc,nc
2022-04-09T13:45:43.960Z,58.2668333333333,-154.901833333333,4.66,-0.48,ml,5,184,,0.12,av,av91054413,2022-04-11T19:30:52.900Z,"82 km NNW of Karluk, Alaska",earthquake,0.56,1.16,0.166171861496881,5,reviewed,av,av
2022-04-09T13:44:18.700Z,58.2593333333333,-154.886666666667,3.66,-0.17,ml,6,164,,0.2,av,av91054408,2022-04-11T19:25:52.650Z,"81 km NNW of Karluk, Alaska",earthquake,0.73,2.11,0.223169381832967,6,reviewed,av,av
2022-04-09T13:42:46.060Z,58.2596666666667,-154.889,3.8,0.04,ml,6,163,,0.2,av,av91054403,2022-04-11T19:21:55.680Z,"81 km NNW of Karluk, Alaska",earthquake,0.67,1.71,0.173983861440978,6,reviewed,av,av
2022-04-09T13:29:32.310Z,32.9771667,-116.4248333,11.39,0.66,ml,25,69,0.1005,0.19,ci,ci39989343,2022-04-10T14:46:33.258Z,"20km NNE of Pine Valley, CA",earthquake,0.27,0.7,0.163,4,reviewed,ci,ci
2022-04-09T13:22:32.230Z,38.8333321,-122.8176651,1.99,1.16,md,14,69,0.01156,0.01,nc,nc73716266,2022-04-09T14:02:13.181Z,"8km NW of The Geysers, CA",earthquake,0.24,0.92,0.34,2,automatic,nc,nc
2022-04-09T13:14:38.560Z,35.368,-118.4771667,7.83,2.52,ml,52,26,0.08934,0.18,ci,ci39989335,2022-04-11T16:20:47.070Z,"24km S of Bodfish, CA",earthquake,0.15,0.59,0.152,77,reviewed,ci,ci
2022-04-09T13:10:27.932Z,63.2457,-151.7293,0.9,1.4,ml,,,,1.5,ak,ak0224jy074m,2022-04-09T13:21:31.933Z,"32 km S of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-04-09T13:04:48.530Z,18.7418,-68.095,38,3.52,md,20,161,0.366,0.68,pr,pr2022099001,2022-04-09T15:20:18.350Z,"37 km ENE of Punta Cana, Dominican Republic",earthquake,4.01,6.1,0.15,7,reviewed,pr,pr
2022-04-09T12:56:35.174Z,63.2899,-151.3081,15.9,0.8,ml,,,,0.37,ak,ak0224jxomyl,2022-04-09T12:58:50.726Z,"34 km SE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-04-09T12:49:18.920Z,37.403,-118.604,0.06,1.27,md,16,89,0.2234,0.09,nc,nc73716256,2022-04-10T01:15:14.503Z,"1km SSW of Round Valley, CA",earthquake,0.34,1.15,0.162,14,reviewed,nc,nc
2022-04-09T12:32:55.650Z,33.2886667,-115.9763333,5.62,0.91,ml,29,85,0.01169,0.2,ci,ci39989311,2022-04-10T14:39:47.794Z,"2km WSW of Salton City, CA",earthquake,0.34,0.55,0.185,10,reviewed,ci,ci
2022-04-09T12:31:09.340Z,35.9095,-117.7056667,8.35,0.29,ml,6,97,0.05901,0.15,ci,ci37411964,2022-04-11T15:51:14.116Z,"18km E of Little Lake, CA",earthquake,0.44,1.54,0.174,3,reviewed,ci,ci
